ID_Transaccion,Fecha,Titulo,Genero,Precio_Unitario,Cantidad,Total_Transaccion,Metodo_Pago
T-10254,2025-01-15,Fe en Tiempos Modernos,Religión / Espiritualidad,19.77,2,39.54,Tarjeta de Crédito
T-10255,2025-01-15,Zona de Exclusión,Distopía / Especulativa,18.68,1,18.68,Tarjeta de Crédito
T-10256,2025-01-16,Ecos del Futuro Perdido,Ciencia Ficción,20.26,1,20.26,Tarjeta de Débito
T-10257,2025-01-16,El Pacto del Silencio,Thriller / Suspense,19.32,1,19.32,Efectivo
T-10258,2025-01-16,El Inventor que Cambió el Mundo,Biografía / Memorias,29.19,1,29.19,Tarjeta de Crédito
T-10259,2025-01-16,365 Devocionales para el Alma,Religión / Espiritualidad,18.44,2,36.88,Tarjeta de Débito
T-10260,2025-01-16,La Música en Mis Venas,Biografía / Memorias,25.44,3,76.32,Tarjeta de Débito
T-10261,2025-01-16,Finanzas Personales para Mortales,Autoayuda / Desarrollo Personal,21.86,1,21.86,Efectivo
T-10262,2025-01-16,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,18.51,1,18.51,Tarjeta de Débito
T-10263,2025-01-16,Tsuki Academy Vol. 3,Manga / Novela Gráfica,12.16,1,12.16,Tarjeta de Crédito
T-10264,2025-01-16,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.84,1,11.84,Tarjeta de Crédito
T-10265,2025-01-16,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.44,3,55.32,Tarjeta de Débito
T-10266,2025-01-16,Tsuki Academy Vol. 3,Manga / Novela Gráfica,12.12,1,12.12,Transferencia
T-10267,2025-01-16,Despierta Tu Mejor Versión,Autoayuda / Desarrollo Personal,19.5,1,19.5,Mercado Pago
T-10268,2025-01-16,Blockchain y Finanzas Descentralizadas,Negocios / Técnicos,34.92,1,34.92,Tarjeta de Crédito
T-10269,2025-01-16,Emprender en Latinoamérica 2025,Negocios / Técnicos,24.59,2,49.18,Efectivo
T-10270,2025-01-16,Las Aventuras de Lila y el Gato Mágico,Infantil,13.0,1,13.0,Tarjeta de Crédito
T-10271,2025-01-16,Cartas que Nunca Envié,Romance,16.67,1,16.67,Tarjeta de Débito
T-10272,2025-01-17,Gestión Ágil de Proyectos Reales,Negocios / Técnicos,29.66,2,59.32,Transferencia
T-10273,2025-01-17,Promesas Bajo la Lluvia,Romance,17.88,1,17.88,Efectivo
T-10274,2025-01-17,El Café de los Corazones Rotos,Romance,15.27,1,15.27,Tarjeta de Crédito
T-10275,2025-01-17,El Pacto del Silencio,Thriller / Suspense,19.1,1,19.1,Tarjeta de Crédito
T-10276,2025-01-17,Meditaciones del Peregrino,Religión / Espiritualidad,14.78,1,14.78,Mercado Pago
T-10277,2025-01-17,El Nuevo Marketing: Era de la IA,Negocios / Técnicos,28.6,2,57.2,Efectivo
T-10278,2025-01-17,Ciudadanos de Segunda,Distopía / Especulativa,17.54,1,17.54,Tarjeta de Débito
T-10279,2025-01-17,El Último Beso en París,Romance,19.24,1,19.24,Tarjeta de Crédito
T-10280,2025-01-17,Volver a Quererte en Otoño,Romance,16.17,1,16.17,Mercado Pago
T-10281,2025-01-17,El Testigo Silencioso,Thriller / Suspense,19.97,1,19.97,Mercado Pago
T-10282,2025-01-17,Exoplaneta Siete,Ciencia Ficción,19.19,1,19.19,Tarjeta de Crédito
T-10283,2025-01-17,Biblia de Estudio Contemporánea,Religión / Espiritualidad,40.7,1,40.7,Mercado Pago
T-10284,2025-01-17,Meditaciones del Peregrino,Religión / Espiritualidad,15.18,2,30.36,Efectivo
T-10285,2025-01-18,Dino Rex y la Isla Misteriosa,Infantil,14.2,1,14.2,Mercado Pago
T-10286,2025-01-18,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,17.48,2,34.96,Tarjeta de Crédito
T-10287,2025-01-18,Máquinas que Sueñan,Ciencia Ficción,21.3,1,21.3,Mercado Pago
T-10288,2025-01-18,365 Devocionales para el Alma,Religión / Espiritualidad,19.0,1,19.0,Tarjeta de Crédito
T-10289,2025-01-18,El Robot Amigable de Tomás,Infantil,11.31,1,11.31,Tarjeta de Crédito
T-10290,2025-01-18,Colores del Mundo: Un Viaje Ilustrado,Infantil,17.03,1,17.03,Tarjeta de Crédito
T-10291,2025-01-18,La Mente Imparable,Autoayuda / Desarrollo Personal,19.04,3,57.12,Tarjeta de Débito
T-10292,2025-01-18,Cuentos para Soñar Despierto,Infantil,12.3,1,12.3,Transferencia
T-10293,2025-01-18,Código de Silencio en el Instituto,Young Adult,15.58,1,15.58,Efectivo
T-10294,2025-01-18,Pacto de Sangre y Estrellas,Fantasía / Romantasy,20.09,1,20.09,Efectivo
T-10295,2025-01-18,El Trono de Cenizas Eternas,Fantasía / Romantasy,25.55,3,76.65,Transferencia
T-10296,2025-01-18,Más Allá de las Estrellas (YA),Young Adult,17.59,1,17.59,Tarjeta de Crédito
T-10297,2025-01-18,Sombras Bajo la Luna Roja,Fantasía / Romantasy,19.78,1,19.78,Mercado Pago
T-10298,2025-01-18,Más Allá de las Estrellas (YA),Young Adult,17.93,1,17.93,Transferencia
T-10299,2025-01-18,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.95,1,12.95,Mercado Pago
T-10300,2025-01-18,Rebeldes sin Señal,Young Adult,14.74,1,14.74,Efectivo
T-10301,2025-01-18,La Princesa que Quería Ser Astronauta,Infantil,12.81,3,38.43,Tarjeta de Crédito
T-10302,2025-01-18,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,13.34,1,13.34,Efectivo
T-10303,2025-01-18,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.81,3,38.43,Tarjeta de Débito
T-10304,2025-01-18,De la Favela a las Estrellas,Biografía / Memorias,21.63,1,21.63,Tarjeta de Crédito
T-10305,2025-01-18,Colores del Mundo: Un Viaje Ilustrado,Infantil,16.86,2,33.72,Tarjeta de Débito
T-10306,2025-01-18,Emprender en Latinoamérica 2025,Negocios / Técnicos,24.52,2,49.04,Mercado Pago
T-10307,2025-01-18,La Mente Imparable,Autoayuda / Desarrollo Personal,19.38,1,19.38,Efectivo
T-10308,2025-01-19,El Trono de Cenizas Eternas,Fantasía / Romantasy,25.62,1,25.62,Mercado Pago
T-10309,2025-01-19,La Verdad Detrás del Fuego,Thriller / Suspense,20.51,1,20.51,Efectivo
T-10310,2025-01-19,Tsuki Academy Vol. 3,Manga / Novela Gráfica,11.77,1,11.77,Tarjeta de Crédito
T-10311,2025-01-19,Ciudadanos de Segunda,Distopía / Especulativa,17.74,2,35.48,Tarjeta de Débito
T-10312,2025-01-19,Nadie Sale Inocente,Thriller / Suspense,16.49,1,16.49,Tarjeta de Débito
T-10313,2025-01-19,Nadie Sale Inocente,Thriller / Suspense,17.09,1,17.09,Efectivo
T-10314,2025-01-19,El Diario de Gratitud Espiritual,Religión / Espiritualidad,13.21,1,13.21,Tarjeta de Débito
T-10315,2025-01-19,Pacto de Sangre y Estrellas,Fantasía / Romantasy,19.68,3,59.04,Tarjeta de Crédito
T-10316,2025-01-19,El Pacto del Silencio,Thriller / Suspense,19.12,1,19.12,Efectivo
T-10317,2025-01-19,Corte de Espinas y Sombras,Fantasía / Romantasy,22.75,1,22.75,Tarjeta de Crédito
T-10318,2025-01-19,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,13.6,1,13.6,Tarjeta de Débito
T-10319,2025-01-19,Pacto de Sangre y Estrellas,Fantasía / Romantasy,20.07,1,20.07,Mercado Pago
T-10320,2025-01-19,La Librería de los Sueños Compartidos,Romance,17.63,1,17.63,Efectivo
T-10321,2025-01-19,Más Allá de las Estrellas (YA),Young Adult,17.48,2,34.96,Tarjeta de Crédito
T-10322,2025-01-19,La Habitación 217,Thriller / Suspense,19.23,2,38.46,Efectivo
T-10323,2025-01-19,Hábitos de Titanio,Autoayuda / Desarrollo Personal,22.77,2,45.54,Tarjeta de Crédito
T-10324,2025-01-19,La Música en Mis Venas,Biografía / Memorias,25.06,2,50.12,Tarjeta de Débito
T-10325,2025-01-19,La Princesa que Quería Ser Astronauta,Infantil,13.01,1,13.01,Tarjeta de Crédito
T-10326,2025-01-19,El Último Hechicero de Aldara,Fantasía / Romantasy,17.72,1,17.72,Mercado Pago
T-10327,2025-01-20,Estrategia Digital 360°,Negocios / Técnicos,29.7,1,29.7,Mercado Pago
T-10328,2025-01-20,La Princesa que Quería Ser Astronauta,Infantil,12.99,1,12.99,Efectivo
T-10329,2025-01-20,Promesas Bajo la Lluvia,Romance,18.53,3,55.59,Efectivo
T-10330,2025-01-20,Cuando el Destino Insiste,Romance,16.16,1,16.16,Tarjeta de Crédito
T-10331,2025-01-20,El Último Beso en París,Romance,18.95,2,37.9,Efectivo
T-10332,2025-01-20,"Nosotros, los Invisibles",Young Adult,14.92,1,14.92,Tarjeta de Débito
T-10333,2025-01-20,Blockchain y Finanzas Descentralizadas,Negocios / Técnicos,34.02,2,68.04,Efectivo
T-10334,2025-01-20,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,11.14,1,11.14,Mercado Pago
T-10335,2025-01-20,La Música en Mis Venas,Biografía / Memorias,24.87,1,24.87,Efectivo
T-10336,2025-01-20,Memorias de un Chef Callejero,Biografía / Memorias,22.59,1,22.59,Efectivo
T-10337,2025-01-20,Días de Cristal y Acero,Young Adult,16.61,1,16.61,Transferencia
T-10338,2025-01-20,Cartas que Nunca Envié,Romance,16.72,3,50.16,Tarjeta de Crédito
T-10339,2025-01-20,Biblia de Estudio Contemporánea,Religión / Espiritualidad,39.97,1,39.97,Mercado Pago
T-10340,2025-01-20,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,12.0,1,12.0,Efectivo
T-10341,2025-01-21,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,14.38,1,14.38,Efectivo
T-10342,2025-01-21,La Última Colonia de Marte,Ciencia Ficción,23.37,1,23.37,Transferencia
T-10343,2025-01-21,Nadie Sale Inocente,Thriller / Suspense,16.72,1,16.72,Tarjeta de Crédito
T-10344,2025-01-21,La Verdad Detrás del Fuego,Thriller / Suspense,20.78,2,41.56,Tarjeta de Débito
T-10345,2025-01-21,Promesas Bajo la Lluvia,Romance,18.12,1,18.12,Tarjeta de Crédito
T-10346,2025-01-21,Tal Vez Mañana,Romance,14.57,1,14.57,Efectivo
T-10347,2025-01-21,La Mujer del Espejo Roto,Thriller / Suspense,22.44,2,44.88,Efectivo
T-10348,2025-01-21,Camino de Luz Interior,Religión / Espiritualidad,16.69,1,16.69,Tarjeta de Crédito
T-10349,2025-01-21,Reinos de Cristal Roto,Fantasía / Romantasy,24.03,2,48.06,Tarjeta de Crédito
T-10350,2025-01-21,Corte de Espinas y Sombras,Fantasía / Romantasy,22.92,2,45.84,Tarjeta de Débito
T-10351,2025-01-21,Tres Días para Morir,Thriller / Suspense,17.5,1,17.5,Transferencia
T-10352,2025-01-21,Data Science: De Cero a Experto,Negocios / Técnicos,38.8,3,116.4,Efectivo
T-10353,2025-01-21,365 Devocionales para el Alma,Religión / Espiritualidad,18.94,1,18.94,Tarjeta de Débito
T-10354,2025-01-21,Mi Primer Atlas del Universo,Infantil,18.58,1,18.58,Tarjeta de Débito
T-10355,2025-01-22,Junto al Fuego de Diciembre,Romance,17.17,3,51.51,Tarjeta de Crédito
T-10356,2025-01-22,Dino Rex y la Isla Misteriosa,Infantil,13.94,2,27.88,Tarjeta de Crédito
T-10357,2025-01-22,Más Allá de las Estrellas (YA),Young Adult,18.35,2,36.7,Efectivo
T-10358,2025-01-22,La Verdad Detrás del Fuego,Thriller / Suspense,21.14,2,42.28,Efectivo
T-10359,2025-01-22,El Trono de Cenizas Eternas,Fantasía / Romantasy,25.64,1,25.64,Efectivo
T-10360,2025-01-22,Tal Vez Mañana,Romance,15.13,1,15.13,Efectivo
T-10361,2025-01-22,El Último Hechicero de Aldara,Fantasía / Romantasy,18.16,3,54.48,Tarjeta de Crédito
T-10362,2025-01-22,Blockchain y Finanzas Descentralizadas,Negocios / Técnicos,34.79,2,69.58,Mercado Pago
T-10363,2025-01-22,El Año en que Callaron las Máquinas,Distopía / Especulativa,20.28,2,40.56,Tarjeta de Débito
T-10364,2025-01-22,Ecos del Futuro Perdido,Ciencia Ficción,20.19,2,40.38,Mercado Pago
T-10365,2025-01-22,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,17.92,2,35.84,Tarjeta de Crédito
T-10366,2025-01-22,Nadie Sale Inocente,Thriller / Suspense,16.49,1,16.49,Tarjeta de Débito
T-10367,2025-01-22,Tsuki Academy Vol. 3,Manga / Novela Gráfica,12.13,1,12.13,Tarjeta de Débito
T-10368,2025-01-22,Tal Vez Mañana,Romance,14.88,1,14.88,Tarjeta de Crédito
T-10369,2025-01-22,Mi Primer Atlas del Universo,Infantil,19.18,1,19.18,Tarjeta de Débito
T-10370,2025-01-22,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,11.23,1,11.23,Tarjeta de Débito
T-10371,2025-01-23,Horizonte Cuántico,Ciencia Ficción,21.83,1,21.83,Efectivo
T-10372,2025-01-23,Tres Días para Morir,Thriller / Suspense,18.11,1,18.11,Mercado Pago
T-10373,2025-01-23,Rebeldes sin Señal,Young Adult,15.4,1,15.4,Tarjeta de Crédito
T-10374,2025-01-23,Reinos de Cristal Roto,Fantasía / Romantasy,24.2,2,48.4,Tarjeta de Crédito
T-10375,2025-01-23,El Inventor que Cambió el Mundo,Biografía / Memorias,28.23,2,56.46,Tarjeta de Débito
T-10376,2025-01-23,La Canción del Dragón Dormido,Fantasía / Romantasy,20.97,1,20.97,Tarjeta de Crédito
T-10377,2025-01-23,Horizonte Cuántico,Ciencia Ficción,22.39,1,22.39,Tarjeta de Débito
T-10378,2025-01-23,Colores del Mundo: Un Viaje Ilustrado,Infantil,17.21,1,17.21,Tarjeta de Débito
T-10379,2025-01-23,El Último Hechicero de Aldara,Fantasía / Romantasy,17.65,1,17.65,Tarjeta de Crédito
T-10380,2025-01-23,La Habitación 217,Thriller / Suspense,19.23,1,19.23,Efectivo
T-10381,2025-01-23,Cartas que Nunca Envié,Romance,17.46,1,17.46,Mercado Pago
T-10382,2025-01-23,Utopía Fracturada,Distopía / Especulativa,16.52,1,16.52,Transferencia
T-10383,2025-01-23,El Robot Amigable de Tomás,Infantil,11.2,2,22.4,Tarjeta de Crédito
T-10384,2025-01-24,Dino Rex y la Isla Misteriosa,Infantil,13.92,2,27.84,Transferencia
T-10385,2025-01-24,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.78,2,25.56,Tarjeta de Crédito
T-10386,2025-01-24,Biblia de Estudio Contemporánea,Religión / Espiritualidad,39.81,1,39.81,Tarjeta de Crédito
T-10387,2025-01-24,La Princesa que Quería Ser Astronauta,Infantil,12.95,1,12.95,Tarjeta de Crédito
T-10388,2025-01-24,Días de Cristal y Acero,Young Adult,17.36,1,17.36,Tarjeta de Crédito
T-10389,2025-01-24,La Heredera del Viento Oscuro,Fantasía / Romantasy,19.15,1,19.15,Tarjeta de Débito
T-10390,2025-01-24,Cuando el Destino Insiste,Romance,15.89,1,15.89,Tarjeta de Débito
T-10391,2025-01-24,Estrategia Digital 360°,Negocios / Técnicos,29.34,1,29.34,Tarjeta de Débito
T-10392,2025-01-24,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,12.15,1,12.15,Transferencia
T-10393,2025-01-24,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.54,1,18.54,Efectivo
T-10394,2025-01-24,Exoplaneta Siete,Ciencia Ficción,18.51,1,18.51,Mercado Pago
T-10395,2025-01-24,Tal Vez Mañana,Romance,14.83,1,14.83,Tarjeta de Débito
T-10396,2025-01-24,El Trono de Cenizas Eternas,Fantasía / Romantasy,25.02,1,25.02,Mercado Pago
T-10397,2025-01-24,Cartas que Nunca Envié,Romance,17.03,2,34.06,Efectivo
T-10398,2025-01-25,La Última Colonia de Marte,Ciencia Ficción,22.76,1,22.76,Transferencia
T-10399,2025-01-25,Mi Primer Atlas del Universo,Infantil,19.06,1,19.06,Tarjeta de Débito
T-10400,2025-01-25,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,19.06,3,57.18,Tarjeta de Crédito
T-10401,2025-01-25,El Verano que Cambió Todo,Young Adult,16.69,1,16.69,Tarjeta de Crédito
T-10402,2025-01-25,Secretos en la Niebla,Thriller / Suspense,16.24,1,16.24,Efectivo
T-10403,2025-01-25,La Mente Imparable,Autoayuda / Desarrollo Personal,19.48,1,19.48,Tarjeta de Débito
T-10404,2025-01-25,El Último Beso en París,Romance,19.55,2,39.1,Tarjeta de Débito
T-10405,2025-01-25,Camino de Luz Interior,Religión / Espiritualidad,17.01,1,17.01,Tarjeta de Crédito
T-10406,2025-01-25,Despierta Tu Mejor Versión,Autoayuda / Desarrollo Personal,19.54,2,39.08,Mercado Pago
T-10407,2025-01-25,Código de Silencio en el Instituto,Young Adult,15.54,1,15.54,Tarjeta de Crédito
T-10408,2025-01-25,Cyberpunk Shibuya,Manga / Novela Gráfica,14.62,2,29.24,Efectivo
T-10409,2025-01-25,Código Génesis: Protocolo IA,Ciencia Ficción,24.84,1,24.84,Efectivo
T-10410,2025-01-25,Secretos en la Niebla,Thriller / Suspense,16.39,1,16.39,Transferencia
T-10411,2025-01-25,Camino de Luz Interior,Religión / Espiritualidad,16.69,2,33.38,Tarjeta de Crédito
T-10412,2025-01-25,Finanzas Personales para Mortales,Autoayuda / Desarrollo Personal,21.83,2,43.66,Mercado Pago
T-10413,2025-01-25,Hábitos de Titanio,Autoayuda / Desarrollo Personal,23.39,1,23.39,Tarjeta de Crédito
T-10414,2025-01-25,Cyberpunk Shibuya,Manga / Novela Gráfica,14.7,1,14.7,Tarjeta de Débito
T-10415,2025-01-25,Gestión Ágil de Proyectos Reales,Negocios / Técnicos,29.24,2,58.48,Tarjeta de Crédito
T-10416,2025-01-25,Fe en Tiempos Modernos,Religión / Espiritualidad,20.5,1,20.5,Efectivo
T-10417,2025-01-25,Liderazgo Silencioso,Autoayuda / Desarrollo Personal,23.52,1,23.52,Tarjeta de Débito
T-10418,2025-01-25,La Librería de los Sueños Compartidos,Romance,17.85,1,17.85,Tarjeta de Crédito
T-10419,2025-01-25,Sombras Bajo la Luna Roja,Fantasía / Romantasy,20.55,1,20.55,Transferencia
T-10420,2025-01-26,Ecos del Futuro Perdido,Ciencia Ficción,20.0,1,20.0,Tarjeta de Crédito
T-10421,2025-01-26,Cuentos para Soñar Despierto,Infantil,11.79,1,11.79,Efectivo
T-10422,2025-01-26,El Café de los Corazones Rotos,Romance,14.6,2,29.2,Tarjeta de Débito
T-10423,2025-01-26,La Heredera del Viento Oscuro,Fantasía / Romantasy,19.55,1,19.55,Efectivo
T-10424,2025-01-26,El Nuevo Marketing: Era de la IA,Negocios / Técnicos,27.55,1,27.55,Tarjeta de Crédito
T-10425,2025-01-26,Código Génesis: Protocolo IA,Ciencia Ficción,24.39,1,24.39,Tarjeta de Crédito
T-10426,2025-01-26,El Testigo Silencioso,Thriller / Suspense,20.59,2,41.18,Efectivo
T-10427,2025-01-26,La Singularidad de Vega,Ciencia Ficción,24.17,1,24.17,Tarjeta de Débito
T-10428,2025-01-26,La Marca del Fénix Plateado,Fantasía / Romantasy,22.5,1,22.5,Tarjeta de Crédito
T-10429,2025-01-26,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,13.92,2,27.84,Efectivo
T-10430,2025-01-26,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,17.46,1,17.46,Tarjeta de Débito
T-10431,2025-01-26,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.72,1,18.72,Tarjeta de Crédito
T-10432,2025-01-26,Nadie Sale Inocente,Thriller / Suspense,16.7,1,16.7,Tarjeta de Crédito
T-10433,2025-01-26,El Nuevo Marketing: Era de la IA,Negocios / Técnicos,28.5,3,85.5,Tarjeta de Débito
T-10434,2025-01-26,El Trono de Cenizas Eternas,Fantasía / Romantasy,25.06,1,25.06,Mercado Pago
T-10435,2025-01-26,Crónicas del Mar Encantado,Fantasía / Romantasy,16.98,1,16.98,Tarjeta de Débito
T-10436,2025-01-26,"Nosotros, los Invisibles",Young Adult,14.97,1,14.97,Tarjeta de Débito
T-10437,2025-01-26,Tres Días para Morir,Thriller / Suspense,18.3,2,36.6,Transferencia
T-10438,2025-01-26,Minimalismo Emocional,Autoayuda / Desarrollo Personal,16.8,1,16.8,Tarjeta de Débito
T-10439,2025-01-26,Mareas de Verano,Romance,14.28,1,14.28,Transferencia
T-10440,2025-01-26,La Mujer del Espejo Roto,Thriller / Suspense,22.17,1,22.17,Mercado Pago
T-10441,2025-01-27,Cuentos para Soñar Despierto,Infantil,11.68,1,11.68,Tarjeta de Crédito
T-10442,2025-01-27,"Nosotros, los Invisibles",Young Adult,15.0,1,15.0,Tarjeta de Crédito
T-10443,2025-01-27,El Trono de Cenizas Eternas,Fantasía / Romantasy,25.31,1,25.31,Tarjeta de Crédito
T-10444,2025-01-27,La Canción del Dragón Dormido,Fantasía / Romantasy,21.56,1,21.56,Tarjeta de Débito
T-10445,2025-01-27,Neurolink: El Despertar,Ciencia Ficción,26.75,1,26.75,Efectivo
T-10446,2025-01-27,El Último Beso en París,Romance,18.62,1,18.62,Efectivo
T-10447,2025-01-27,Ansiedad Cero: Guía Práctica,Autoayuda / Desarrollo Personal,20.69,1,20.69,Tarjeta de Crédito
T-10448,2025-01-27,Data Science: De Cero a Experto,Negocios / Técnicos,39.5,1,39.5,Efectivo
T-10449,2025-01-27,Tsuki Academy Vol. 3,Manga / Novela Gráfica,11.78,1,11.78,Efectivo
T-10450,2025-01-27,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,18.15,1,18.15,Tarjeta de Crédito
T-10451,2025-01-27,Data Science: De Cero a Experto,Negocios / Técnicos,40.71,1,40.71,Transferencia
T-10452,2025-01-27,El Robot Amigable de Tomás,Infantil,11.04,1,11.04,Mercado Pago
T-10453,2025-01-27,La Princesa que Quería Ser Astronauta,Infantil,12.7,1,12.7,Transferencia
T-10454,2025-01-27,Volver a Quererte en Otoño,Romance,15.87,1,15.87,Tarjeta de Débito
T-10455,2025-01-27,El Bosque de los Animales Parlantes,Infantil,15.39,1,15.39,Tarjeta de Crédito
T-10456,2025-01-27,Cuando el Destino Insiste,Romance,16.36,1,16.36,Tarjeta de Crédito
T-10457,2025-01-28,Camino de Luz Interior,Religión / Espiritualidad,17.34,2,34.68,Tarjeta de Crédito
T-10458,2025-01-28,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,17.95,2,35.9,Efectivo
T-10459,2025-01-28,Despierta Tu Mejor Versión,Autoayuda / Desarrollo Personal,20.18,1,20.18,Tarjeta de Débito
T-10460,2025-01-28,Inteligencia Artificial para Directivos,Negocios / Técnicos,33.86,1,33.86,Tarjeta de Crédito
T-10461,2025-01-28,Fuego en la Corte de Hielo,Fantasía / Romantasy,26.34,2,52.68,Tarjeta de Crédito
T-10462,2025-01-28,El Pacto del Silencio,Thriller / Suspense,19.38,1,19.38,Tarjeta de Débito
T-10463,2025-01-28,La República del Silencio,Distopía / Especulativa,22.0,1,22.0,Efectivo
T-10464,2025-01-28,Rebeldes sin Señal,Young Adult,15.33,1,15.33,Mercado Pago
T-10465,2025-01-28,Mareas de Verano,Romance,13.96,1,13.96,Tarjeta de Crédito
T-10466,2025-01-28,La Chica del Último Vagón,Young Adult,14.4,1,14.4,Tarjeta de Débito
T-10467,2025-01-28,Hábitos de Titanio,Autoayuda / Desarrollo Personal,22.58,1,22.58,Efectivo
T-10468,2025-01-28,El Robot Amigable de Tomás,Infantil,10.78,1,10.78,Mercado Pago
T-10469,2025-01-28,2084: El Nuevo Orden,Distopía / Especulativa,22.31,1,22.31,Tarjeta de Crédito
T-10470,2025-01-28,"Nosotros, los Invisibles",Young Adult,14.72,3,44.16,Tarjeta de Débito
T-10471,2025-01-28,Horizonte Cuántico,Ciencia Ficción,21.53,1,21.53,Mercado Pago
T-10472,2025-01-28,Inteligencia Artificial para Directivos,Negocios / Técnicos,32.73,1,32.73,Efectivo
T-10473,2025-01-28,Vida de una Activista Silenciosa,Biografía / Memorias,20.1,1,20.1,Tarjeta de Débito
T-10474,2025-01-29,La Marca del Fénix Plateado,Fantasía / Romantasy,22.15,1,22.15,Mercado Pago
